id,colour
red(6935).jpg,0
red(2844).jpg,0
yellow(2876).jpg,2
red(7011).jpg,0
yellow(5752).jpg,2
yellow(491).jpg,2
yellow(3740).jpg,2
yellow(710).jpg,2
blue(1404).jpg,1
red(6074).jpg,0
red(4432).jpg,0
blue(1430).jpg,1
blue(7918).jpg,1
red(11).jpg,0
blue(7951).jpg,1
red(4901).jpg,0
yellow(5332).jpg,2
red(990).jpg,0
yellow(203).jpg,2
red(2326).jpg,0
blue(4141).jpg,1
red(292).jpg,0
yellow(1910).jpg,2
blue(3374).jpg,1
blue(7508).jpg,1
red(6087).jpg,0
blue(6182).jpg,1
blue(3790).jpg,1
blue(2055).jpg,1
red(4553).jpg,0
red(496).jpg,0
blue(3803).jpg,1
blue(3952).jpg,1
red(5517).jpg,0
blue(3566).jpg,1
red(7447).jpg,0
yellow(2809).jpg,2
red(3322).jpg,0
yellow(4785).jpg,2
yellow(1072).jpg,2
blue(4367).jpg,1
blue(990).jpg,1
yellow(2249).jpg,2
yellow(3875).jpg,2
blue(3661).jpg,1
red(3814).jpg,0
yellow(4330).jpg,2
blue(1283).jpg,1
blue(4278).jpg,1
blue(8206).jpg,1
red(6893).jpg,0
blue(1924).jpg,1
red(21).jpg,0
red(2486).jpg,0
blue(6203).jpg,1
yellow(4227).jpg,2
yellow(5711).jpg,2
blue(2750).jpg,1
red(594).jpg,0
blue(7513).jpg,1
blue(6286).jpg,1
red(5112).jpg,0
blue(4034).jpg,1
red(5691).jpg,0
red(6776).jpg,0
blue(6019).jpg,1
blue(6698).jpg,1
red(1791).jpg,0
yellow(664).jpg,2
red(7489).jpg,0
yellow(4822).jpg,2
red(2619).jpg,0
yellow(5179).jpg,2
blue(2406).jpg,1
red(453).jpg,0
yellow(506).jpg,2
yellow(1279).jpg,2
red(5778).jpg,0
red(4032).jpg,0
red(4694).jpg,0
blue(6930).jpg,1
blue(6542).jpg,1
yellow(3932).jpg,2
yellow(3711).jpg,2
red(663).jpg,0
blue(7803).jpg,1
red(1883).jpg,0
yellow(2659).jpg,2
yellow(4088).jpg,2
blue(3458).jpg,1
red(1222).jpg,0
red(2893).jpg,0
yellow(540).jpg,2
red(1981).jpg,0
blue(7204).jpg,1
red(979).jpg,0
red(6294).jpg,0
red(1330).jpg,0
blue(7889).jpg,1
red(2598).jpg,0
red(6159).jpg,0
red(3488).jpg,0
red(5242).jpg,0
yellow(2499).jpg,2
yellow(966).jpg,2
red(3979).jpg,0
blue(6733).jpg,1
blue(3720).jpg,1
yellow(440).jpg,2
yellow(235).jpg,2
red(7595).jpg,0
blue(135).jpg,1
yellow(141).jpg,2
blue(2966).jpg,1
blue(2449).jpg,1
red(5195).jpg,0
yellow(4380).jpg,2
blue(7613).jpg,1
blue(5720).jpg,1
red(6702).jpg,0
red(967).jpg,0
red(166).jpg,0
red(5210).jpg,0
red(1272).jpg,0
blue(4327).jpg,1
red(4340).jpg,0
blue(5419).jpg,1
blue(1143).jpg,1
blue(1193).jpg,1
red(4599).jpg,0
yellow(67).jpg,2
red(290).jpg,0
yellow(2636).jpg,2
red(495).jpg,0
red(3946).jpg,0
none(112).jpg,3
red(2277).jpg,0
red(5194).jpg,0
yellow(5088).jpg,2
yellow(1783).jpg,2
red(4270).jpg,0
blue(6112).jpg,1
blue(4463).jpg,1
yellow(4281).jpg,2
yellow(3131).jpg,2
red(3998).jpg,0
red(999).jpg,0
blue(4763).jpg,1
yellow(5409).jpg,2
red(7241).jpg,0
red(5178).jpg,0
red(6748).jpg,0
blue(170).jpg,1
blue(8017).jpg,1
blue(8172).jpg,1
red(363).jpg,0
blue(5414).jpg,1
red(2928).jpg,0
yellow(181).jpg,2
blue(588).jpg,1
blue(1732).jpg,1
red(472).jpg,0
red(181).jpg,0
yellow(1599).jpg,2
blue(566).jpg,1
yellow(1359).jpg,2
blue(443).jpg,1
red(2731).jpg,0
blue(1051).jpg,1
red(5135).jpg,0
red(1974).jpg,0
red(6965).jpg,0
red(5506).jpg,0
red(4329).jpg,0
blue(5999).jpg,1
blue(5265).jpg,1
red(873).jpg,0
blue(1228).jpg,1
red(6704).jpg,0
red(1479).jpg,0
red(7642).jpg,0
red(46).jpg,0
red(2531).jpg,0
yellow(4030).jpg,2
red(5712).jpg,0
blue(6637).jpg,1
red(912).jpg,0
blue(3718).jpg,1
red(7302).jpg,0
blue(466).jpg,1
red(4123).jpg,0
yellow(4418).jpg,2
red(1169).jpg,0
blue(5155).jpg,1
red(5143).jpg,0
red(2581).jpg,0
red(2169).jpg,0
yellow(3391).jpg,2
blue(2336).jpg,1
blue(4828).jpg,1
none(43).jpg,3
blue(4833).jpg,1
red(2925).jpg,0
blue(6826).jpg,1
yellow(5773).jpg,2
red(5393).jpg,0
yellow(5340).jpg,2
red(5267).jpg,0
yellow(5238).jpg,2
blue(5082).jpg,1
blue(8024).jpg,1
blue(690).jpg,1
yellow(2846).jpg,2
blue(6507).jpg,1
blue(6224).jpg,1
red(957).jpg,0
red(2975).jpg,0
blue(7102).jpg,1
red(4498).jpg,0
red(1696).jpg,0
blue(6738).jpg,1
red(6201).jpg,0
yellow(1574).jpg,2
red(6903).jpg,0
yellow(5612).jpg,2
yellow(1562).jpg,2
yellow(928).jpg,2
yellow(5689).jpg,2
yellow(4763).jpg,2
blue(7175).jpg,1
red(6531).jpg,0
yellow(4896).jpg,2
yellow(721).jpg,2
red(5468).jpg,0
red(5644).jpg,0
yellow(3531).jpg,2
blue(7284).jpg,1
blue(6220).jpg,1
red(448).jpg,0
red(407).jpg,0
blue(7117).jpg,1
yellow(5397).jpg,2
blue(5656).jpg,1
blue(1819).jpg,1
red(442).jpg,0
red(2253).jpg,0
blue(523).jpg,1
red(6627).jpg,0
yellow(3148).jpg,2
yellow(3248).jpg,2
red(3717).jpg,0
red(5663).jpg,0
red(7760).jpg,0
blue(5775).jpg,1
yellow(189).jpg,2
yellow(2768).jpg,2
blue(3058).jpg,1
blue(6935).jpg,1
yellow(1581).jpg,2
blue(95).jpg,1
blue(855).jpg,1
blue(584).jpg,1
red(2943).jpg,0
red(4141).jpg,0
yellow(3004).jpg,2
yellow(2763).jpg,2
blue(5020).jpg,1
red(2668).jpg,0
red(6545).jpg,0
blue(1168).jpg,1
yellow(831).jpg,2
blue(7841).jpg,1
blue(398).jpg,1
red(5302).jpg,0
red(2453).jpg,0
red(3403).jpg,0
blue(8163).jpg,1
yellow(911).jpg,2
blue(1678).jpg,1
yellow(5756).jpg,2
yellow(3343).jpg,2
blue(3731).jpg,1
red(198).jpg,0
red(5065).jpg,0
red(3761).jpg,0
blue(1212).jpg,1
blue(8004).jpg,1
blue(4736).jpg,1
red(6596).jpg,0
blue(3221).jpg,1
red(5749).jpg,0
red(2188).jpg,0
blue(2469).jpg,1
yellow(5677).jpg,2
blue(8012).jpg,1
blue(5218).jpg,1
yellow(1463).jpg,2
blue(4159).jpg,1
red(3865).jpg,0
red(5970).jpg,0
red(4448).jpg,0
red(5826).jpg,0
red(1251).jpg,0
yellow(5867).jpg,2
blue(7450).jpg,1
red(7629).jpg,0
blue(586).jpg,1
blue(4634).jpg,1
blue(605).jpg,1
yellow(581).jpg,2
red(6062).jpg,0
red(2443).jpg,0
blue(4013).jpg,1
red(218).jpg,0
blue(3618).jpg,1
red(3036).jpg,0
red(6868).jpg,0
blue(6351).jpg,1
blue(4542).jpg,1
yellow(3597).jpg,2
blue(3677).jpg,1
blue(7899).jpg,1
blue(1559).jpg,1
red(6684).jpg,0
yellow(2027).jpg,2
blue(4104).jpg,1
blue(324).jpg,1
blue(3741).jpg,1
blue(152).jpg,1
yellow(3323).jpg,2
blue(4621).jpg,1
red(4493).jpg,0
red(2892).jpg,0
blue(1255).jpg,1
red(5621).jpg,0
red(2502).jpg,0
yellow(1954).jpg,2
blue(2630).jpg,1
none(83).jpg,3
yellow(1582).jpg,2
blue(5843).jpg,1
red(4858).jpg,0
red(7163).jpg,0
red(7661).jpg,0
yellow(1472).jpg,2
blue(4134).jpg,1
blue(6404).jpg,1
red(7441).jpg,0
red(4304).jpg,0
yellow(5655).jpg,2
blue(1188).jpg,1
red(7844).jpg,0
blue(2302).jpg,1
blue(458).jpg,1
yellow(429).jpg,2
blue(2864).jpg,1
red(1106).jpg,0
blue(7622).jpg,1
blue(5703).jpg,1
yellow(1967).jpg,2
blue(6038).jpg,1
red(3076).jpg,0
blue(2027).jpg,1
red(6945).jpg,0
yellow(2134).jpg,2
blue(1499).jpg,1
blue(5295).jpg,1
blue(151).jpg,1
red(7183).jpg,0
red(3959).jpg,0
red(1838).jpg,0
yellow(2036).jpg,2
yellow(218).jpg,2
red(1498).jpg,0
yellow(318).jpg,2
red(5769).jpg,0
blue(5986).jpg,1
red(5152).jpg,0
blue(217).jpg,1
yellow(3238).jpg,2
red(1428).jpg,0
red(2472).jpg,0
blue(8231).jpg,1
yellow(4132).jpg,2
blue(7941).jpg,1
yellow(4024).jpg,2
red(4422).jpg,0
yellow(653).jpg,2
red(5488).jpg,0
red(1759).jpg,0
yellow(290).jpg,2
red(5763).jpg,0
yellow(5544).jpg,2
yellow(4694).jpg,2
red(3110).jpg,0
yellow(2475).jpg,2
red(3966).jpg,0
blue(2269).jpg,1
blue(1533).jpg,1
blue(5782).jpg,1
yellow(5717).jpg,2
blue(928).jpg,1
red(2048).jpg,0
yellow(518).jpg,2
blue(5705).jpg,1
red(7316).jpg,0
red(564).jpg,0
blue(2492).jpg,1
blue(3810).jpg,1
yellow(5337).jpg,2
red(3919).jpg,0
yellow(2329).jpg,2
yellow(291).jpg,2
blue(111).jpg,1
red(6092).jpg,0
none(106).jpg,3
red(4288).jpg,0
red(5693).jpg,0
yellow(2964).jpg,2
blue(2445).jpg,1
yellow(734).jpg,2
red(1988).jpg,0
red(1701).jpg,0
yellow(4622).jpg,2
red(6703).jpg,0
red(4703).jpg,0
red(3931).jpg,0
red(7317).jpg,0
red(328).jpg,0
red(3713).jpg,0
blue(5442).jpg,1
red(438).jpg,0
red(6790).jpg,0
yellow(1056).jpg,2
red(767).jpg,0
red(115).jpg,0
blue(7832).jpg,1
red(1700).jpg,0
blue(4577).jpg,1
blue(5959).jpg,1
red(1878).jpg,0
blue(6626).jpg,1
yellow(4579).jpg,2
red(7611).jpg,0
red(1504).jpg,0
yellow(1858).jpg,2
blue(3356).jpg,1
yellow(2008).jpg,2
yellow(3860).jpg,2
blue(3821).jpg,1
yellow(4585).jpg,2
blue(358).jpg,1
red(2309).jpg,0
red(6183).jpg,0
yellow(3287).jpg,2
yellow(3584).jpg,2
yellow(1205).jpg,2
yellow(2805).jpg,2
red(1771).jpg,0
red(2479).jpg,0
red(4698).jpg,0
blue(8057).jpg,1
yellow(333).jpg,2
yellow(4914).jpg,2
yellow(126).jpg,2
red(2362).jpg,0
red(3665).jpg,0
blue(146).jpg,1
yellow(2187).jpg,2
yellow(2093).jpg,2
red(3636).jpg,0
blue(1767).jpg,1
blue(1202).jpg,1
blue(4526).jpg,1
blue(8186).jpg,1
yellow(2166).jpg,2
blue(2375).jpg,1
red(6756).jpg,0
red(5274).jpg,0
yellow(253).jpg,2
blue(5050).jpg,1
red(1761).jpg,0
yellow(5249).jpg,2
red(95).jpg,0
red(7066).jpg,0
blue(6030).jpg,1
yellow(3724).jpg,2
blue(3152).jpg,1
red(5794).jpg,0
blue(1348).jpg,1
blue(2196).jpg,1
yellow(3431).jpg,2
yellow(5653).jpg,2
red(3223).jpg,0
red(3889).jpg,0
blue(7544).jpg,1
yellow(638).jpg,2
red(5072).jpg,0
blue(4678).jpg,1
blue(6266).jpg,1
yellow(98).jpg,2
yellow(4935).jpg,2
red(6492).jpg,0
blue(1826).jpg,1
blue(2924).jpg,1
yellow(3195).jpg,2
red(2889).jpg,0
red(2348).jpg,0
red(3476).jpg,0
blue(539).jpg,1
blue(6486).jpg,1
blue(445).jpg,1
blue(713).jpg,1
yellow(1119).jpg,2
red(4864).jpg,0
blue(6912).jpg,1
blue(715).jpg,1
blue(4985).jpg,1
blue(505).jpg,1
red(118).jpg,0
yellow(3022).jpg,2
red(1396).jpg,0
red(4420).jpg,0
red(4075).jpg,0
yellow(38).jpg,2
blue(3336).jpg,1
blue(570).jpg,1
red(4037).jpg,0
yellow(5520).jpg,2
red(5952).jpg,0
blue(8147).jpg,1
red(6436).jpg,0
red(3171).jpg,0
blue(1982).jpg,1
none(67).jpg,3
yellow(116).jpg,2
yellow(924).jpg,2
blue(6512).jpg,1
blue(404).jpg,1
blue(1695).jpg,1
blue(1213).jpg,1
yellow(5658).jpg,2
blue(7919).jpg,1
blue(7965).jpg,1
red(3086).jpg,0
blue(14).jpg,1
blue(5519).jpg,1
blue(7659).jpg,1
blue(3446).jpg,1
yellow(2140).jpg,2
blue(1506).jpg,1
blue(5910).jpg,1
blue(7676).jpg,1
blue(8083).jpg,1
yellow(5295).jpg,2
blue(3948).jpg,1
yellow(1299).jpg,2
blue(2766).jpg,1
red(1777).jpg,0
blue(3886).jpg,1
yellow(2095).jpg,2
blue(4321).jpg,1
blue(5424).jpg,1
blue(4136).jpg,1
red(616).jpg,0
blue(1801).jpg,1
blue(622).jpg,1
blue(2463).jpg,1
blue(1916).jpg,1
red(4704).jpg,0
red(2074).jpg,0
blue(5367).jpg,1
yellow(4582).jpg,2
red(745).jpg,0
yellow(265).jpg,2
yellow(964).jpg,2
yellow(2692).jpg,2
red(5099).jpg,0
red(3454).jpg,0
yellow(5154).jpg,2
red(6848).jpg,0
red(1030).jpg,0
blue(1125).jpg,1
blue(2225).jpg,1
yellow(3036).jpg,2
blue(7425).jpg,1
blue(2433).jpg,1
blue(1466).jpg,1
blue(3282).jpg,1
red(1378).jpg,0
blue(4299).jpg,1
blue(7032).jpg,1
yellow(3025).jpg,2
yellow(1848).jpg,2
none(115).jpg,3
blue(6684).jpg,1
blue(677).jpg,1
red(3876).jpg,0
yellow(5775).jpg,2
blue(2552).jpg,1
red(2511).jpg,0
blue(6296).jpg,1
red(74).jpg,0
yellow(4842).jpg,2
yellow(724).jpg,2
blue(7924).jpg,1
red(7547).jpg,0
red(2656).jpg,0
blue(645).jpg,1
red(1912).jpg,0
blue(7743).jpg,1
red(4240).jpg,0
blue(6714).jpg,1
red(7622).jpg,0
blue(6069).jpg,1
blue(1474).jpg,1
blue(886).jpg,1
yellow(2410).jpg,2
yellow(524).jpg,2
blue(7774).jpg,1
red(1216).jpg,0
red(2179).jpg,0
yellow(501).jpg,2
red(3606).jpg,0
yellow(268).jpg,2
yellow(3177).jpg,2
blue(880).jpg,1
red(4176).jpg,0
blue(1281).jpg,1
red(5444).jpg,0
blue(2019).jpg,1
red(7867).jpg,0
yellow(3185).jpg,2
red(4763).jpg,0
yellow(3094).jpg,2
yellow(3314).jpg,2
red(7864).jpg,0
blue(563).jpg,1
red(3412).jpg,0
red(3189).jpg,0
blue(1824).jpg,1
blue(2713).jpg,1
blue(4839).jpg,1
blue(1900).jpg,1
red(185).jpg,0
blue(5635).jpg,1
blue(6055).jpg,1
red(4832).jpg,0
yellow(49).jpg,2
blue(6421).jpg,1
yellow(2541).jpg,2
yellow(5827).jpg,2
yellow(3028).jpg,2
red(1470).jpg,0
blue(899).jpg,1
blue(107).jpg,1
blue(8191).jpg,1
red(7471).jpg,0
yellow(4243).jpg,2
yellow(3476).jpg,2
yellow(5287).jpg,2
blue(3707).jpg,1
yellow(4544).jpg,2
blue(53).jpg,1
red(1230).jpg,0
none(108).jpg,3
yellow(1886).jpg,2
blue(1641).jpg,1
blue(7234).jpg,1
blue(1190).jpg,1
yellow(2733).jpg,2
red(7248).jpg,0
red(683).jpg,0
red(1862).jpg,0
blue(314).jpg,1
blue(1074).jpg,1
red(7279).jpg,0
red(1421).jpg,0
blue(329).jpg,1
red(7518).jpg,0
red(6774).jpg,0
red(1364).jpg,0
blue(3324).jpg,1
blue(3307).jpg,1
red(1324).jpg,0
blue(3532).jpg,1
blue(6482).jpg,1
yellow(5283).jpg,2
red(7436).jpg,0
blue(4927).jpg,1
red(3971).jpg,0
blue(2144).jpg,1
red(7102).jpg,0
red(4212).jpg,0
red(7349).jpg,0
red(5084).jpg,0
yellow(5240).jpg,2
red(5728).jpg,0
yellow(5113).jpg,2
red(7144).jpg,0
blue(1085).jpg,1
red(5978).jpg,0
blue(5225).jpg,1
red(2837).jpg,0
red(3214).jpg,0
blue(1107).jpg,1
blue(6455).jpg,1
blue(2562).jpg,1
red(3034).jpg,0
red(838).jpg,0
yellow(2686).jpg,2
yellow(5349).jpg,2
yellow(756).jpg,2
blue(2092).jpg,1
red(7719).jpg,0
blue(1199).jpg,1
blue(6336).jpg,1
yellow(1715).jpg,2
blue(2691).jpg,1
red(6478).jpg,0
yellow(1434).jpg,2
yellow(2194).jpg,2
blue(2120).jpg,1
blue(6968).jpg,1
red(7561).jpg,0
yellow(187).jpg,2
yellow(5209).jpg,2
yellow(5118).jpg,2
blue(5333).jpg,1
red(6997).jpg,0
blue(7403).jpg,1
red(7804).jpg,0
red(7740).jpg,0
red(4183).jpg,0
blue(8080).jpg,1
yellow(2532).jpg,2
blue(1098).jpg,1
red(1820).jpg,0
yellow(916).jpg,2
red(570).jpg,0
red(4764).jpg,0
yellow(3743).jpg,2
red(6149).jpg,0
red(7404).jpg,0
blue(7506).jpg,1
blue(5162).jpg,1
blue(4297).jpg,1
yellow(4044).jpg,2
blue(3633).jpg,1
yellow(5685).jpg,2
yellow(2703).jpg,2
yellow(1775).jpg,2
yellow(4528).jpg,2
yellow(4055).jpg,2
blue(7152).jpg,1
yellow(5692).jpg,2
blue(6744).jpg,1
red(2157).jpg,0
blue(6044).jpg,1
blue(4172).jpg,1
yellow(1731).jpg,2
blue(542).jpg,1
red(6843).jpg,0
yellow(2781).jpg,2
blue(7934).jpg,1
red(3479).jpg,0
red(4206).jpg,0
blue(4929).jpg,1
red(2890).jpg,0
red(7285).jpg,0
blue(4168).jpg,1
red(7782).jpg,0
yellow(2537).jpg,2
blue(3983).jpg,1
blue(3312).jpg,1
yellow(4793).jpg,2
blue(6183).jpg,1
blue(2695).jpg,1
blue(725).jpg,1
none(26).jpg,3
yellow(3533).jpg,2
yellow(2691).jpg,2
yellow(2204).jpg,2
red(1851).jpg,0
blue(1165).jpg,1
yellow(761).jpg,2
blue(6832).jpg,1
yellow(3676).jpg,2
red(422).jpg,0
red(232).jpg,0
red(6630).jpg,0
yellow(4805).jpg,2
red(4204).jpg,0
red(5241).jpg,0
red(6390).jpg,0
blue(509).jpg,1
blue(1303).jpg,1
red(1318).jpg,0
red(5599).jpg,0
yellow(2286).jpg,2
red(6203).jpg,0
yellow(3645).jpg,2
blue(8048).jpg,1
red(2083).jpg,0
red(1819).jpg,0
blue(6302).jpg,1
blue(1563).jpg,1
yellow(5038).jpg,2
blue(6785).jpg,1
yellow(4161).jpg,2
red(13).jpg,0
red(4234).jpg,0
blue(7736).jpg,1
yellow(2340).jpg,2
red(2219).jpg,0
yellow(138).jpg,2
blue(7090).jpg,1
red(2994).jpg,0
red(5788).jpg,0
red(7898).jpg,0
blue(2916).jpg,1
yellow(5253).jpg,2
red(3702).jpg,0
yellow(3461).jpg,2
yellow(178).jpg,2
red(7887).jpg,0
blue(891).jpg,1
blue(1812).jpg,1
yellow(490).jpg,2
red(640).jpg,0
blue(7066).jpg,1
red(6260).jpg,0
red(522).jpg,0
red(302).jpg,0
blue(6608).jpg,1
blue(3588).jpg,1
blue(782).jpg,1
blue(2441).jpg,1
red(7062).jpg,0
blue(7463).jpg,1
red(6088).jpg,0
yellow(3944).jpg,2
yellow(830).jpg,2
blue(1054).jpg,1
red(3906).jpg,0
blue(3779).jpg,1
red(3363).jpg,0
yellow(3975).jpg,2
blue(4604).jpg,1
yellow(4778).jpg,2
yellow(1491).jpg,2
yellow(4658).jpg,2
red(6904).jpg,0
yellow(3072).jpg,2
red(1326).jpg,0
yellow(2853).jpg,2
red(7150).jpg,0
red(7226).jpg,0
blue(6639).jpg,1
blue(5390).jpg,1
red(853).jpg,0
blue(6615).jpg,1
red(1264).jpg,0
red(4217).jpg,0
red(2382).jpg,0
blue(2296).jpg,1
red(2312).jpg,0
blue(2854).jpg,1
yellow(714).jpg,2
yellow(4837).jpg,2
blue(2746).jpg,1
blue(7344).jpg,1
yellow(2941).jpg,2
blue(1669).jpg,1
yellow(2573).jpg,2
red(905).jpg,0
blue(6298).jpg,1
blue(2061).jpg,1
yellow(2973).jpg,2
red(490).jpg,0
blue(6852).jpg,1
yellow(691).jpg,2
red(6177).jpg,0
blue(3177).jpg,1
red(3879).jpg,0
yellow(3423).jpg,2
red(4004).jpg,0
blue(2863).jpg,1
blue(3924).jpg,1
red(897).jpg,0
blue(5618).jpg,1
red(4187).jpg,0
red(2627).jpg,0
blue(6668).jpg,1
red(5036).jpg,0
yellow(4735).jpg,2
blue(5765).jpg,1
red(87).jpg,0
yellow(3306).jpg,2
yellow(4409).jpg,2
blue(3301).jpg,1
red(1610).jpg,0
yellow(5403).jpg,2
blue(166).jpg,1
yellow(5214).jpg,2
red(1474).jpg,0
red(1603).jpg,0
yellow(308).jpg,2
yellow(5158).jpg,2
blue(3942).jpg,1
red(7129).jpg,0
yellow(351).jpg,2
blue(7680).jpg,1
blue(6405).jpg,1
red(4479).jpg,0
yellow(5886).jpg,2
yellow(1963).jpg,2
red(2794).jpg,0
blue(6770).jpg,1
blue(520).jpg,1
blue(6787).jpg,1
blue(2621).jpg,1
red(2452).jpg,0
blue(5671).jpg,1
blue(6260).jpg,1
